da,delex_da,text,delex_text
"inform(area=Nusle,food=Asian,kids_allowed=yes,name=Ferdinanda)","inform(area=X-area,food=X-food,kids_allowed=yes,name=X-name)","Doporučuji restauraci Ferdinanda . Je v Nuslích , nabízí asijská jídla a je vhodná pro děti .","Doporučuji restauraci X-name . Je v X-area , nabízí X-food jídla a je vhodná pro děti ."
"inform(name='Pivo & Basilico',near='Charles Bridge',price_range=cheap)","inform(name=X-name,near=X-near,price_range=X-price_range)",Pivo & Basilico je levná restaurace poblíž Karlova mostu .,X-name je X-price_range restaurace poblíž X-near .
"inform_only_match(good_for_meal=brunch,name='Café Savoy',price_range=cheap)","inform_only_match(good_for_meal=X-good_for_meal,name=X-name,price_range=X-price_range)","Lituji , ale pro levný brunch jsem našla pouze Café Savoy .","Lituji , ale pro X-price_range X-good_for_meal jsem našla pouze X-name ."
goodbye(),goodbye(),"Na shledanou , přeji krásný den .","Na shledanou , přeji krásný den ."
"inform(good_for_meal=dinner,name=Ananta,near='Powder Tower',price_range=cheap)","inform(good_for_meal=X-good_for_meal,name=X-name,near=X-near,price_range=X-price_range)","OK , našla jsem restauraci Ananta pro levnou večeři blízko Prašné brány .","OK , našla jsem restauraci X-name pro X-price_range X-good_for_meal blízko X-near ."
?request(price_range),?request(price_range),"Mohu se ujistit , že hledáte restauraci v určité cenové skupině ?","Mohu se ujistit , že hledáte restauraci v určité cenové skupině ?"
?reqmore(),?reqmore(),Chcete ještě nějaké informace ?,Chcete ještě nějaké informace ?
goodbye(),goodbye(),Uvidíme se !,Uvidíme se !
?request(price_range),?request(price_range),"Mohu potvrdit , že požadujete konkrétní cenovou kategorii ?","Mohu potvrdit , že požadujete konkrétní cenovou kategorii ?"
goodbye(),goodbye(),Děkuji a přeji krásný den .,Děkuji a přeji krásný den .
goodbye(),goodbye(),"Na shledanou , mějte se .","Na shledanou , mějte se ."
goodbye(),goodbye(),Na shledanou . Děkuji Vám za použití našeho systému .,Na shledanou . Děkuji Vám za použití našeho systému .
"inform(address='Národní 35',name='Kočár z Vídně')","inform(address=X-address,name=X-name)",Kočár z Vídně se nachází na adrese Národní 35,X-name se nachází na adrese X-address
goodbye(),goodbye(),Těšilo mě .,Těšilo mě .
"inform_no_match(area=Nusle,food=Indian)","inform_no_match(area=X-area,food=X-food)",V Nuslích není žádná indická restaurace .,V X-area není žádná X-food restaurace .
goodbye(),goodbye(),Přeji příjemný den .,Přeji příjemný den .
"inform(name='Café Kampus',type=restaurant)","inform(name=X-name,type=restaurant)",Našla jsem restauraci jménem Café Kampus,Našla jsem restauraci jménem X-name
goodbye(),goodbye(),Děkuji a na shledanou .,Děkuji a na shledanou .
"inform(name='Baráčnická rychta',price='between 150 and 290 Kč')","inform(name=X-name,price=X-price)",Ceny v Baráčnické rychtě se pohybují mezi 150 a 290 Kč .,Ceny v X-name se pohybují X-price .
"inform(food=Mexican,good_for_meal=dinner,name=BarBar)","inform(food=X-food,good_for_meal=X-good_for_meal,name=X-name)",V restauraci BarBar dobře povečeříte a podávají zde mexická jídla .,V restauraci X-name dobře X-good_for_meal a podávají zde X-food jídla .
?reqmore(),?reqmore(),Můžete mi poskytnout více informací ?,Můžete mi poskytnout více informací ?
"inform(good_for_meal=dinner,name='Café Savoy',near='Powder Tower',price_range=moderate)","inform(good_for_meal=X-good_for_meal,name=X-name,near=X-near,price_range=X-price_range)","Café Savoy se nachází poblíž Prašné Brány , má přijatelné ceny a dá se zde dobře navečeřet .","X-name se nachází poblíž X-near , má X-price_range ceny a dá se zde dobře X-good_for_meal ."
"inform(address='Štefánikova 34',name=BarBar)","inform(address=X-address,name=X-name)",BarBar se nachází na adrese Štefánikova 34 .,X-name se nachází na adrese X-address .
goodbye(),goodbye(),Děkuji za zavolání . Děkuji .,Děkuji za zavolání . Děkuji .
goodbye(),goodbye(),Děkuji .,Děkuji .
"inform(name=Ananta,postcode='132 00')","inform(name=X-name,postcode=X-postcode)",Poštovní směrovací číslo Ananty je 132 00 .,Poštovní směrovací číslo X-name je X-postcode .
"inform(name='Pivo & Basilico',type=restaurant)","inform(name=X-name,type=restaurant)","Pivo & Basilico je pěkná restaurace , která vyhovuje vašim požadavkům .","X-name je pěkná restaurace , která vyhovuje vašim požadavkům ."
goodbye(),goodbye(),Mějte se .,Mějte se .
"inform(address='Národní 14',name=BarBar)","inform(address=X-address,name=X-name)",BarBar se nachází na adrese Národní 14,X-name se nachází na adrese X-address
"inform(count=2,food=Chinese,price_range=cheap,type=restaurant)","inform(count=X-count,food=X-food,price_range=X-price_range,type=restaurant)",Najdete tu 2 restaurace prodávající levná čínská jídla .,Najdete tu X-count restaurace prodávající X-price_range X-food jídla .
"inform(good_for_meal=brunch,kids_allowed=yes,name=Ferdinanda)","inform(good_for_meal=X-good_for_meal,kids_allowed=yes,name=X-name)",Ferdinanda podává pozdní snídaně a je vhodná pro návštěvu s dětmi .,X-name podává X-good_for_meal a je vhodná pro návštěvu s dětmi .
"inform(name='Café Kampus',near='Prague Castle',price_range=moderate)","inform(name=X-name,near=X-near,price_range=X-price_range)",Café Kampus je středně drahá restaurace nacházející se v lokalitě blízko Pražského hradu .,X-name je X-price_range restaurace nacházející se v lokalitě blízko X-near .
"inform(name=BarBar,phone=295532283,price='220 Kč')","inform(name=X-name,phone=X-phone,price=X-price)",Telefonní číslo do BarBaru je 295532283 . Ceny se pohybují okolo 220 Kč .,Telefonní číslo do X-name je X-phone . Ceny se pohybují okolo X-price .
"inform(kids_allowed=none,name='Café Kampus')","inform(kids_allowed=none,name=X-name)","Nemám žádné informace ohledně toho , zda do Café Kampus mohou i děti .","Nemám žádné informace ohledně toho , zda do X-name mohou i děti ."
"inform(food=Indian,name='Café Kampus')","inform(food=X-food,name=X-name)",Café Kampus je indická restaurace .,X-name je X-food restaurace .
goodbye(),goodbye(),Na shledanou,Na shledanou
?request(price_range),?request(price_range),Požadujete nějakou konkrétní cenovou skupinu ?,Požadujete nějakou konkrétní cenovou skupinu ?
"inform(area=Hradčany,count=7,price_range=moderate,type=restaurant)","inform(area=X-area,count=X-count,price_range=X-price_range,type=restaurant)",Blízko Hradčan tu mám 7 středně drahých restaurací .,Blízko X-area tu mám X-count X-price_range restaurací .
"inform(address='Malostranské náměstí 26',name='Café Savoy',phone=219973677)","inform(address=X-address,name=X-name,phone=X-phone)",Restaurace Café Savoy se nachází na adrese Malostranské náměstí 26 a její telefonní číslo je 219973677,Restaurace X-name se nachází na adrese X-address a její telefonní číslo je X-phone
"inform(food=American,good_for_meal=dinner,name='Café Kampus')","inform(food=X-food,good_for_meal=X-good_for_meal,name=X-name)",Café Kampus podává americké jídlo a dobře zde povečeříte .,X-name podává X-food jídlo a dobře zde X-good_for_meal .
goodbye(),goodbye(),"OK , na shledanou","OK , na shledanou"
?request(good_for_meal),?request(good_for_meal),"Hledáte snídaně , pozdní snídaně , obědy nebo večeře ?","Hledáte snídaně , pozdní snídaně , obědy nebo večeře ?"
"inform(food=Czech,name='Švejk Restaurant')","inform(food=X-food,name=X-name)",Je tu česká restaurace Švejk .,Je tu X-food X-name .
"inform(area=Nusle,name=Ferdinanda)","inform(area=X-area,name=X-name)",Ferdinanda je příjemná restaurace v Nuslích .,X-name je příjemná restaurace v X-area .
"inform(name='Kočár z Vídně',type=restaurant)","inform(name=X-name,type=restaurant)",Jako příjemná restaurace je na seznamu Kočár z Vídně .,Jako příjemná restaurace je na seznamu X-name .
goodbye(),goodbye(),Mějte se .,Mějte se .
"inform(name='Café Savoy',phone=282292343,price='between 290 and 440 Kč')","inform(name=X-name,phone=X-phone,price=X-price)","Ceny se v Café Savoy pohybují od 290 do 440 Kč , telefonní číslo je 282292343 .","Ceny se v X-name pohybují X-price , telefonní číslo je X-phone ."
?select(food=Asian),?select(food=X-food),Přejete si asijskou kuchyni ?,Přejete si X-food kuchyni ?
"inform(address='Žatecká 10',name='Green Spirit',near='Wenceslas Square')","inform(address=X-address,name=X-name,near=X-near)","Green Spirit je poblíž Václavského náměstí , v ulici Žatecká 10 .","X-name je poblíž X-near , v ulici X-address ."
"inform(kids_allowed=no,name='Green Spirit',price_range=moderate)","inform(kids_allowed=no,name=X-name,price_range=X-price_range)","Dobrý den , co říkáte na Green Spirit ? Vstup s dětmi není povolen a ceny jsou střední .","Dobrý den , co říkáte na X-name ? Vstup s dětmi není povolen a ceny jsou X-price_range ."
"inform(good_for_meal=dinner,kids_allowed=yes,name=Ananta,price_range=expensive)","inform(good_for_meal=X-good_for_meal,kids_allowed=yes,name=X-name,price_range=X-price_range)","Ananta spadá do vyšší cenové kategorie , povoluje vstup dětem a je vhodná pro večeři .","X-name spadá do X-price_range cenové kategorie , povoluje vstup dětem a je vhodná pro X-good_for_meal ."
?request(price_range),?request(price_range),Hledáte restaurace v konkrétní cenové skupině ?,Hledáte restaurace v konkrétní cenové skupině ?
goodbye(),goodbye(),Mějte se !,Mějte se !
"inform(name=Místo,type=restaurant)","inform(name=X-name,type=restaurant)","Ano , restaurace Místo je pro to vhodnou restaurací .","Ano , restaurace X-name je pro to vhodnou restaurací ."
"inform(area='Staré Město',name='U Tučňáků')","inform(area=X-area,name=X-name)",U Tučňáků je příjemná restaurace v lokalitě Starého Města .,X-name je příjemná restaurace v lokalitě X-area .
"inform(address='Náprstkova 50',name='Green Spirit',phone=243241248)","inform(address=X-address,name=X-name,phone=X-phone)","Green Spirit se nachází na Náprstkově 50 , telefonní číslo má 243241248 .","X-name se nachází na X-address , telefonní číslo má X-phone ."
goodbye(),goodbye(),"Není za co , na shledanou .","Není za co , na shledanou ."
?request(good_for_meal),?request(good_for_meal),"Preferujete snídani , brunch , oběd nebo večeři ?","Preferujete snídani , brunch , oběd nebo večeři ?"
"inform(name='Švejk Restaurant',type=restaurant)","inform(name=X-name,type=restaurant)","Mám tu příjemnou restauraci , jmenuje se Restaurace Švejk","Mám tu příjemnou restauraci , jmenuje se X-name"
"inform(address='Tržiště 50',name='Green Spirit')","inform(address=X-address,name=X-name)",Restaurace Green Spirit se nachází na adrese Tržiště 50 .,Restaurace X-name se nachází na adrese X-address .
goodbye(),goodbye(),Děkuji a přeji krásný den .,Děkuji a přeji krásný den .
goodbye(),goodbye(),Děkuji a přeji dobrou chuť !,Děkuji a přeji dobrou chuť !
inform_no_match(area=Žižkov),inform_no_match(area=X-area),Nenašla jsem žádné restaurace na Žižkově .,Nenašla jsem žádné restaurace na X-area .
goodbye(),goodbye(),Jste určitě vítáni !,Jste určitě vítáni !
goodbye(),goodbye(),Tak na shledanou !,Tak na shledanou !
"inform(kids_allowed=yes,name='Kočár z Vídně',near='Powder Tower')","inform(kids_allowed=yes,name=X-name,near=X-near)",Kočár z Vídně je pěkná restaurace pro rodiny s dětmi poblíž Prašné brány .,X-name je pěkná restaurace pro rodiny s dětmi poblíž X-near .
"inform(name='Pivo & Basilico',near=Stromovka,price_range=cheap)","inform(name=X-name,near=X-near,price_range=X-price_range)",Pivo & Basilico je celkem levná restaurace blízko Stromovky .,X-name je celkem X-price_range restaurace blízko X-near .
?request(near),?request(near),Poblíž čeho to má být ?,Poblíž čeho to má být ?
?select(kids_allowed='yes or no'),?select(kids_allowed='yes or no'),"Chcete restauraci , která se hodí pro děti ?","Chcete restauraci , která se hodí pro děti ?"
"inform_only_match(food=American,name=Ferdinanda)","inform_only_match(food=X-food,name=X-name)","Omlouvám se , restaurace Ferdinanda je zde jediná , která nabízí americké jídlo .","Omlouvám se , restaurace X-name je zde jediná , která nabízí X-food jídlo ."
"inform(food=German,good_for_meal=dinner,name='Kočár z Vídně')","inform(food=X-food,good_for_meal=X-good_for_meal,name=X-name)",Restaurace Kočár z Vídně podává k večeři německá jídla .,Restaurace X-name podává k X-good_for_meal X-food jídla .
goodbye(),goodbye(),Děkuji vám . Na shledanou .,Děkuji vám . Na shledanou .
?request(price_range),?request(price_range),Chtěli byste zjistit něco o restauraci konkrétní cenové kategorie ?,Chtěli byste zjistit něco o restauraci konkrétní cenové kategorie ?
?request(good_for_meal),?request(good_for_meal),Jaké jídlo byste si dali ?,Jaké jídlo byste si dali ?
"inform(name='U Konšelů',price='150 Kč')","inform(name=X-name,price=X-price)",Skoro 150 Kč v restauraci U Konšelů .,Skoro X-price v restauraci X-name .
"inform(address='Tržiště 36',name='Švejk Restaurant')","inform(address=X-address,name=X-name)",Restauraci Švejk najdete na adrese Tržiště 36,X-name najdete na adrese X-address
goodbye(),goodbye(),"Na shledanou , přeji krásný den .","Na shledanou , přeji krásný den ."
"inform(address='Národní 40',name='Green Spirit')","inform(address=X-address,name=X-name)",Green Spirit má adresu Národní 40 .,X-name má adresu X-address .
?request(near),?request(near),K čemu je to blízko ?,K čemu je to blízko ?
goodbye(),goodbye(),"Děkujeme za využití našeho systému , na shledanou .","Děkujeme za využití našeho systému , na shledanou ."
"inform(good_for_meal=dinner,kids_allowed=no,name=Ferdinanda,near='Powder Tower')","inform(good_for_meal=X-good_for_meal,kids_allowed=no,name=X-name,near=X-near)",Ferdinanda je poblíž Prašné brány . Nepovoluje vzít s sebou na večeři děti .,X-name je poblíž X-near . Nepovoluje vzít s sebou na X-good_for_meal děti .
goodbye(),goodbye(),"OK , na shledanou","OK , na shledanou"
goodbye(),goodbye(),"Na shledanou , mějte se .","Na shledanou , mějte se ."
"inform(area='Malá Strana',name=Místo)","inform(area=X-area,name=X-name)",Restaurace Místo leží na Malé Straně .,Restaurace X-name leží na X-area .
goodbye(),goodbye(),"Nemáte zač , na shledanou .","Nemáte zač , na shledanou ."
?request(price_range),?request(price_range),Jakou cenovou skupinu si přejete ?,Jakou cenovou skupinu si přejete ?
?request(price_range),?request(price_range),"Omlouvám se , ale v jaké cenové skupině hledáte ?","Omlouvám se , ale v jaké cenové skupině hledáte ?"
